reviewtext,rating
"[['price', 'game', 'set', 'worth'], ['game', 'buy', 'worthwhile'], ['game', 'bit', 'ancient', 'term', 'graphic', 'gameplay'], ['gabriel', 'knight'], ['wow', 'game'], ['play', 'adventure', 'game'], ['write', 'conceive', 'recognize', 'folk', 'game'], ['immerse', 'story', 'final', 'movie', 'sequence', 'superbly'], ['location', 'plot', 'game', 'play', 'havent']]",4.0
"[['game', 'civ2', 'guess', 'civ2', 'rocket', 'land'], ['interface', 'pretty', 'neglect', 'optical'], ['nation', 'faction', 'specialize', 'civ2', 'ability', 'type', 'suited'], ['automation', 'opinion', 'helpful', 'helpful', 'build', 'queue', 'enable', 'forget', 'city', 'grow', 'size', 'check', 'city', 'regularly', 'progress'], ['bonus', 'usable', 'civ2', 'city', 'improvement', 'numerous', 'civ2'], ['scene', 'dark', 'morbid', 'alpha', 'centauri', 'sun', 'planet'], ['slowly', 'unit', 'travel', 'sedative', 'diplomacy', 'limited', 'life', 'faction', 'leader', 'tremendously', 'aggressive'], ['start', 'essential', 'civ2', 'fall'], ['terrain', 'extremely', 'unpleasant', 'land'], ['experience', 'science', 'faction', 'zakharov', 'overcome', 'opponent', 'technology'], ['game', 'uneven', 'dont', 'not_draw', 'not_trouble', 'not_faster'], ['star'], ['civ2', 'dont', 'not_mind', 'not_lack', 'not_question', 'not_buy'], ['expect', 'revolution', 'lean', 'play', 'civ', 'wait']]",4.0
"[['play', 'game', 'civ', 'ii', 'care', 'remember', 'forward', 'game'], ['initially', 'save', 'money', 'play', 'civ', 'ii'], ['dozen', 'game', 'honestly', 'game', 'worth', 'pay', 'price'], ['deal'], ['game', 'isnt', 'not_departure', 'not_civ', 'not_ii', 'not_fall', 'not_short', 'not_expectation', 'not_anticipate', 'not_civ', 'not_iii', 'not_amount', 'not_game', 'not_play', 'not_pleased'], ['game'], ['basically'], ['improvement'], ['civ', 'ii'], ['unit', 'customization', 'techs', 'race', 'improve', 'network', 'play'], ['worth', 'book'], ['game', 'release', 'play', 'occasion', 'play'], ['approach', 'game', 'expect', 'huge', 'breakthrough', 'civ', 'series', 'wont', 'disappoint']]",4.0
"[['game'], ['dont', 'not_remember'], ['pre2000'], ['memory', 'game', 'occur', 'civ', 'people', 'bit', 'fall'], ['move', 'fireaxis', 'produce', 'game', 'build', 'improvement', 'forsaw', 'civ'], ['pointer', 'civ', 'iii', 'occur'], ['game', 'primitive', 'graphic'], ['3d', 'todays', 'game', 'decent'], ['civ', 'ii', 'halfhour', 'game'], ['save', 'pick'], ['occur', 'civ'], ['launch', 'spaceship', 'colonization', 'space'], ['involve', 'set', 'race', 'tech', 'tree'], ['tech', 'tree', 'foreign', 'understand'], ['dont'], ['tech', 'artificial', 'civ', 'tech'], ['tech', 'base', 'familiar'], ['ladder', 'climb', 'advanced', 'capability'], ['project', 'social', 'option', 'unit'], ['game', 'diplomacy', 'conquest', 'transcendence', 'sort', 'humanevolution', 'event', 'economics', 'cooperative'], ['rule', 'onoff', 'iron', 'mode'], ['major', 'flexibility', 'choose', 'government', 'economics', 'military', 'education', 'environment', 'factor', 'game', 'health'], ['stance', 'ruthless', 'moderate', 'idealistic', 'military', 'interaction'], ['trade', 'play', 'role'], ['game', 'play'], ['influence', 'strategy', 'game'], ['longwinded', 'civ', 'ii', 'governor', 'customize', 'rule'], ['oppose', 'governor', 'civ', 'dont'], ['unit', 'automation', 'reduce', 'tedium', 'infinite', 'city', 'sprawl', 'popbooming', 'strategy', 'employ', 'city'], ['strategic', 'deallings', 'civs', 'crucial', 'game'], ['boundary', 'influence', 'introduce'], ['manage', 'warpeace', 'annoying', 'situation', 'civ', 'ii'], ['set', 'ingame', 'slant', 'governor', 'progress', 'play', 'style', 'explore', 'discover', 'build', 'conquer'], ['prepare', 'play', 'depend', 'game', 'circumstance'], ['major', 'improvement', 'automation', 'governor', 'slant', 'queue', 'building', 'command', 'build', 'road', 'tile', 'tile'], ['goto', 'command', 'improve', 'complete', 'mod', 'avoid', 'enemy', 'lot', 'unit', 'unit', 'basic', 'extensive', 'mod', 'basic', 'unit', 'capability'], ['avoid', 'warrior', 'machinegun', 'syndrome', 'unit', 'upgrade', 'fee'], ['realistic', 'throwaway', 'leos', 'workshop'], ['material', 'dont', 'not_city'], ['teleport', 'city', 'city', 'distant', 'location', 'control', 'land'], ['idea'], ['lot', 'stuff'], ['dont', 'not_huge', 'not_difference', 'not_race'], ['constraint', 'virtually', 'impossible', 'game'], ['lend', 'playable', 'game'], ['dont', 'not_game', 'not_stopper'], ['constraint'], ['nice', 'trait', 'modify', 'balance', 'game', 'create', 'foil', 'human', 'player'], ['play', 'social', 'engineering', 'balancing'], ['game', 'richly', 'complex', 'numerous', 'inplay', 'option', 'mod', 'social', 'structure', 'play', 'variation'], ['game', 'offer', 'enjoyable', 'hour'], ['force', 'play', 'play', 'style'], ['probe', 'play', 'style', 'fit', 'nature', 'challenge', 'game'], ['play', 'release'], ['purchase', 'range', 'shipping'], ['option', 'price']]",4.0
"[['graphic', 'advance', 'base', 'strategy', 'game', 'culture', 'individual', 'feel', 'advancement', 'fast', 'enjoyable']]",4.0
"[['alpha', 'centauri', 'turnbased', 'citybuilding', 'strategy', 'followon', 'sequel', 'civilization', 'ii'], ['game', 'lot', 'diplomacy', 'feature', 'wipe', 'player'], ['alpha', 'centauri', 'automation', 'feature', 'city', 'governor', 'decide', 'build', 'build', 'shouldnt', 'build', 'governor', 'military', 'unit'], ['classic', 'recommend', 'civilization', 'fan']]",4.0
"[['buy', 'game', 'store'], ['civ', 'game', 'play'], ['verry', 'game', 'concpts', 'play', 'hour'], ['ago'], ['remeber', 'play'], ['civ', 'game'], ['star'], ['star', 'fun'], ['finaly', 'burn', 'trade'], ['memory', 'play'], ['plant', 'forest', 'reaserching', 'biomorphic', 'fugi'], ['wierd', 'mind', 'worm', 'barbains'], ['differnt', 'faction', 'chairman', 'yang', 'hive', 'cool', 'stuff']]",4.0
"[['space', 'simulator'], ['control', 'aspect', 'people', 'socioeconomic', 'model', 'resource', 'transportation', 'security'], ['design', 'unit', 'base', 'technology'], ['macroscopic', 'military', 'strategy', 'game'], ['turnbased', 'play', 'dont', 'not_play'], ['dont', 'not_mind', 'not_turnbased', 'not_game', 'not_spacebased', 'not_strategy', 'not_game', 'not_play'], ['graphic', 'secondrate']]",4.0
"[['jammer', 'lammy', 'game'], ['select'], ['people', '2d', 'graphic', 'cute', 'character', 'frustrate', 'quotplayingquot', 'guitar'], ['level', 'easy', 'mode', 'easy'], ['concept', 'lammy', 'jammer', 'lammy', 'guitarplaying', 'lamb', 'rock', 'band', 'quotmilkcanquot', 'bassplaying', 'drumming', 'dog', 'rapping', 'onion'], ['game', 'lammy', 'sticky', 'situation', 'play', 'guitar'], ['fire', 'plane'], ['bad', 'cool', 'quotcoolquot', 'solo'], ['play', 'guitar', 'press', 'button', 'control', 'music', 'guide', 'play'], ['song', 'catchy', 'funny', 'animation', 'funny', 'watch', 'scroll', 'guide', 'screen', 'game', 'fun', 'spectator'], ['jammer', 'lammy', 'music', 'gameplay'], ['puzzle', 'game', 'music', 'matter', 'imaginative', 'control', 'game', 'cool', 'concept', 'guitar', 'playing', 'lamb'], ['music', 'game', 'psx', 'parappa', 'rapper', 'jammer', 'lammy', 'wrong'], ['jammer', 'lammy', 'fun', 'game'], ['challenging', 'game', 'catchy', 'song', 'rock', 'band', 'animal', 'bizarre', 'scenario']]",4.0
"[['video', 'game', 'system', 'isnt', 'not_noticeable', 'not_major', 'not_competitor', 'not_game', 'not_boy', 'not_color', 'not_system', 'not_compareable'], ['system', 'size', 'neo', 'geo', 'pocket', 'horizontal', 'vertical'], ['system', 'screen', 'sharp', 'colorful', 'graphic'], ['joystick', 'bit'], ['major', 'gripe', 'system', 'standout', 'game'], ['fight', 'game', 'neo', 'turf', 'master', 'sonic', 'pocket', 'adventure', 'dark', 'arm', 'beast', 'buster', 'game', 'noticeable'], ['buy', 'system', 'game', 'noticeable', 'game', 'system', 'deserve']]",4.0
"[['nintendo', 'fighter'], ['game', 'boy', 'segas', 'game', 'gear', 'duked'], ['snk', 'notice', 'game', 'gear', 'library', 'game', 'lack', 'oomph', 'game', 'boy'], ['portable', 'neo', 'geo', 'action'], ['neo', 'geo', 'pocket', 'color'], ['system', 'dang', 'awesome'], ['16bitesc', 'graphic'], ['listen', 'sound', 'chip'], ['game'], ['game', 'library', 'awesome'], ['handheld', 'fatal', 'fury', 'metal', 'slug', 'pacman', 'color', 'sonic', 'hedgehog', 'join', 'party'], ['title', 'true'], ['convince', 'customer', 'game', 'boy', 'competition'], ['game'], ['neo', 'geo', 'pocket', 'color', 'die', 'leave', 'lopsided', 'library'], ['heck', 'japanonly', 'game', 'library'], ['game', 'genre', 'metal', 'slug', 'sonic', 'platformers'], ['pocket', 'color', 'bad', 'system'], ['game', 'excellent'], ['exclusive', 'adventure', 'player', 'experience', 'handheld'], ['buy', 'system']]",4.0
"[['excellent', 'game', 'jump'], ['lot', 'play', 'control', 'command'], ['microprose', 'thourough', 'pretty', 'darn', 'authentic'], ['youve', 'patience', 'game', 'rewarding'], ['downside', 'joystick', 'calibration'], ['force', 'feedback'], ['excellent']]",4.0
"[['game', 'annoy', 'dont', 'not_play'], ['term', 'metroidvania', 'doesnt', 'not_justice', 'not_insult', 'not_metroid', 'not_metroid', 'not_exploration', 'not_deliberate'], ['sotn', 'tease', 'game', 'annoy'], ['start', 'play', 'richter', 'belmont', 'pick', 'rondo', 'blood', 'dracula'], ['reach', 'dracula', 'enters', 'chessy', 'voice'], ['dig', 'fight', 'dracula', 'fight'], ['fast', 'forward', 'couple', 'enter', 'alucard', 'forest', 'jump', 'gate'], ['awesome', 'scene', 'control', 'guy', 'powerful', 'weapon', 'armor'], ['die'], ['yeah'], ['powerful', 'richter'], ['cool'], ['tease'], ['development', 'idea', 'player', 'alucards', 'powerful', 'equipment'], ['sense', 'direction'], ['god', 'tease', 'path', 'explore', 'relic', 'blue', 'door', 'relic', 'dont'], ['relic', 'lay', 'suppose', 'game'], ['fudge', 'relic', 'enemy', 'names', 'damage'], ['cryptic'], ['spell', 'cast', 'spell', 'health', 'summon', 'spirit'], ['move', 'negative', 'soundtrack', 'amazing', 'graphic'], ['title', 'simon', 'quest', 'game', 'isnt', 'not_play', 'not_game', 'not_feel', 'not_waste', 'not_lose', 'not_fight', 'not_dracula'], ['isnt'], ['lose', 'waste', 'powerful', 'endgame', 'bos', 'pretty', 'powerful', 'youll', 'disappoint', 'bos', 'fight'], ['title', 'annoying', 'fun', 'level', 'majority', 'bos', 'fight', 'easy', 'game', 'beat'], ['game', 'waste', 'game', 'simons', 'quest', 'literally', 'waste'], ['portable', 'game', 'castlevania', 'formula', 'disappoint'], ['game', 'minute', 'youll'], ['xbla', 'title', 'pretty', 'easy', 'pay', 'ps1', 'title']]",4.0
"[['fast', 'fun', 'gameplay', 'nice', 'graphical', 'style', 'video', 'game', 'music', 'create', 'storythe', 'bad', 'extreme', 'difficulty', 'people', 'biti', 'play', 'game'], ['understand', 'game'], ['play', 'understand', 'praise', 'dont', 'not_understand'], ['game', 'people', 'extreme', 'difficulty'], ['suck', 'game'], ['2d', 'platformers', 'game', 'deliver', 'account'], ['story', 'graphic', 'fast', 'fun', 'gameplay', 'equip', 'stuff', 'ahem', 'buy'], ['huge', 'castlevania', 'fan', 'cv', 'lament', 'innocence', 'ps2'], ['game', 'terrible', 'difficulty'], ['stage']]",4.0
"[['game', 'play', 'life', 'play', 'game', 'castlevaniasotn'], ['beat', 'countless', 'fun', 'unbelieveable'], ['game', 'super', 'deep', 'youll', 'trick', 'matter', 'play', 'game'], ['graphic', 'spectacular', '2d', 'music', 'game', 'play', 'soundtrack'], ['star'], ['hurt', 'star', 'honest', 'game', 'kinda', 'easy', 'super', 'castlevania', 'game', 'challenging', 'term', 'obstacle', 'amount', 'enemy'], ['game', 'save', 'spot', 'free', 'extra', 'health', 'lack', 'extremely', 'obstacles', 'kinda', 'die'], ['wouldnt', 'play'], ['star'], ['castle', 'beat', 'belmont', 'dont', 'not_youve', 'not_castle', 'not_conquer']]",4.0
"[['symphony', 'night', 'pinnacle', 'castlevania', 'series'], ['sidescrollers', 'fall', '3d', 'game', 'konami', 'prove', '2d', 'game', 'gaming', 'industry'], ['symphony', 'boast', 'impressive', 'environment', 'huge', 'boss', 'multiple', 'creepy', 'music', 'weapon', 'item', 'shake', 'stick'], ['rememberwhen', 'maul', 'beezlebub', 'dark', 'metamorphosis', 'spell'], ['learn', 'spell', 'insandouts', 'familiar', 'wont'], ['pick', 'game1'], ['inventoryspell', 'system', 'huge', 'intimidate'], ['voice'], ['aughh'], ['option', 'original', 'japanese', 'voice', 'lament', 'innocence'], ['boss'], ['boss', 'typically', 'easy', 'healthrestore', 'item'], ['frequntly', 'bloody', 'pulp', 'literally', 'sheer', 'strength', 'ordinary', 'enemiesisnt', 'suppossed', 'boss', 'kill'], ['dont', 'not_wrong', 'not_symphony', 'not_castlevania', 'not_title', 'not_datebut', 'not_userfriendly', 'not_castlevania', 'not_game', 'not_aria', 'not_sorrow', 'not_game', 'not_boy', 'not_advance']]",4.0
"[['psx', 'game', 'nostalgia', 'game', 'match', 'awesomeness', 'wipeout', 'franchise'], ['play', 'psx', 'psp', 'ps3', 'wipeout', 'game', 'disappoint'], ['techno', 'soundtrack', 'match', 'type', 'race', 'game'], ['matter', 'version', 'fun']]",4.0
"[['enjoy', 'game'], ['doesnt'], ['lose', 'original', 'copy']]",4.0
"[['play', 'flight', 'game', 'pc', 'surprised', 'discover', 'game', 'dreamcast'], ['game', 'decade', 'flight', 'joystickpanther'], ['load', 'game', 'buy', 'ebay', 'scratch'], ['screen', 'choice', 'plane', 'purchase', 'money', 'shoot', 'enemy', 'pick', 'default', 'plane'], ['complete', 'couple', 'mission', 'hour', 'pick', 'easy', 'setting'], ['half', 'game', 'start', 'difficulty', 'complete', 'mission', 'limit', 'enemy'], ['finally', 'money', 'buy', 'descent', 'plane', 'enemy', 'plane', 'touch'], ['escort', 'missionsprotect', 'target', 'enemy', 'objective'], ['challenge', 'level', 'restart', 'numerous', 'afford', 'buy', 'plane'], ['variety', 'enemy', 'groundsea', 'air'], ['challenging', 'air', 'target', 'chase', 'limit', 'amount'], ['panther', 'flight', 'stick', 'didnt', 'not_chance', 'not_standard', 'not_controller'], ['flight', 'stick', 'awesome', 'button', 'distinct', 'function'], ['recommend', 'play', 'game', 'flight', 'stick'], ['feel', 'game', 'joystick'], ['graphic', 'expect', 'console', 'pixalated'], ['plane', 'detail', 'pretty', 'console', 'flight', 'plane'], ['ground', 'texture', 'pixalated', 'close'], ['game', 'dreamcastso', 'dont', 'not_expect', 'not_flight', 'not_arcade'], ['buy', 'game', 'ebay', 'amazon'], ['fun']]",4.0
"[['konamis', 'attempt', 'rip', 'namcos', 'combat', 'series'], ['plain', 'simple'], ['expect', 'microsoft', 'flight', 'simulator', 'buy', 'clue'], ['dreamcast', 'game', 'console', 'people'], ['pc'], ['simply', 'replicate', 'dozen', 'keyboard', 'command', 'require', 'produce', 'realistic', 'flight', 'simulation'], ['dreamcast'], ['correct', 'arcade', 'game'], ['arcade', 'attempt', 'game'], ['takeoffs', 'landings', 'aileron', 'tweak', 'altimeter', 'factor', 'plain', 'easy', 'understand', 'straightforward', 'shootemup', 'sky'], ['control', 'sluggish'], ['plane', 'matter'], ['mileage', 'machine', 'gun'], ['game'], ['sky', 'odyssey', 'ps2', 'fun', 'active', 'game', 'chop', 'liver'], ['graphic', 'impressive', 'game', 'fight', 'stage'], ['dumb', 'expect', 'nasa', 'flight', 'replicator', 'enjoy', 'unfriendly', 'sky'], ['terrorist', 'jet', 'fighter', 'industrialized', 'nation'], ['game', 'maintain', '4star', 'review', 'rating', 'average', 'dozen', '1star', 'review']]",4.0
"[['game', 'original'], ['cool', 'character', 'nice', 'range', 'attack', 'weapon'], ['start', 'play', 'usable', 'character'], ['weak', 'faster', 'slow'], ['game', 'music', 'annoy', 'control', 'stiff'], ['youll', 'stick', 'quarter', 'game'], ['dont']]",4.0
"[['overview', 'blue', 'stinger', 'launch', 'title', 'release', 'closer', 'capcoms', 'resident', 'evil', 'code', 'veronica', 'drown', 'torrent', 'comparison'], ['develop', 'climax', 'graphic', 'shin', 'force', 'landstalker', 'dark', 'savior', 'fame', 'publish', 'stateside', 'activision', 'blue', 'stinger', 'cliched', 'portrayal', 'bmovie', 'voice', 'acting', 'adequate', 'underwhelming', 'entry', 'everexpanding', 'genre', 'survival', 'horror'], ['graphic'], ['clean'], ['clean'], ['visuals', 'blue', 'stinger'], ['highresolution', 'texture', 'map', 'highpolygon', 'model', 'expect', 'nextgeneration', 'console', 'developer', 'liberal', 'amount', 'particle', 'translucency'], ['bos', 'encounter', 'notable', 'ability', 'segas', 'machine'], ['blue', 'stinger', 'stack', 'animation'], ['motioncapture'], ['character', 'animate', 'stiffly', 'create', 'slow', 'goofylooking', 'gait', 'totally', 'damn'], ['sound'], ['cdbased', 'machine', 'music', 'quality'], ['bit', 'survival', 'horror', 'game', 'bad'], ['townmarket', 'christmas', 'atmosphere', 'music', 'create', 'atmosphere', 'eerily', 'reminiscent', 'original', 'gremlin', 'film'], ['voice', 'acting'], ['dont', 'not_bad', 'not_professional', 'not_magazine', 'not_bmovie', 'not_variety', 'not_bit', 'not_original', 'not_resident', 'not_evil'], ['control'], ['blue', 'stinger', 'weak'], ['analog', 'control', 'loose', 'precision', 'movement', 'digital', 'simply', 'isnt', 'not_responsive'], ['game', 'difficult', 'play', 'precision', 'movement', 'critical', 'swimming'], ['luckily', 'isnt', 'not_platformer'], ['control', 'lack', 'camera', 'improve', 'cinematic', 'japanese', 'version', 'noticeable', 'tweaking', 'activision', 'manage', 'advantageous', 'position', 'experience', 'water', 'tight', 'corridor'], ['minimal', 'annoy', 'hardcore', 'gamers'], ['gameplaytheme'], ['blue', 'stinger', 'fun'], ['game', 'nature', 'fun', 'blast', 'enemy', 'highpowered', 'weapon'], ['delivers'], ['range', 'shotgun', 'rocket', 'launcher', 'exotic', 'weapon', 'ray', 'sword', 'lightsaber', 'ripoff', 'railguns'], ['character', 'unique', 'arsenal', 'weapon', 'buy', 'numerous', 'vend', 'machine', 'locate', 'dinosaur', 'island'], ['needless', 'exploration', 'vague', 'puzzle', 'dampen', 'fun', 'remember', 'passcode', 'youll', 'stick', 'experience', 'reward'], ['launch', 'title', 'blue', 'stinger', 'flawed', 'effort', 'moreso'], ['numerous', 'gaming', 'press', 'gamer', 'blast', 'baddie', 'adventure', 'decent', 'story', 'flaw', 'blue', 'stinger', 'worth', 'hardearned', 'dollar']]",4.0
"[['variety', 'monster', 'weapon', 'cool', 'story', 'fun'], ['control', 'combat', 'character', 'plod'], ['game']]",4.0
[],4.0
"[['wipeout', 'game', 'wipeout', 'xl'], ['wipeout', 'edition'], ['edition', 'europe', 'ordinary', 'wipeout'], ['extremely'], ['extremely', 'pretty', 'graphic'], ['game', 'ps1', 'compete', 'visually', 'mind', 'ridge', 'racer', 'r4'], ['design'], ['bad', 'xl'], ['cool', 'music'], ['xl'], ['boost'], ['wipeout', 'game', 'addition'], ['bad', 'feel', 'unfinished'], ['handling', 'bit', 'silly', 'weapon', 'pad', 'dont', 'not_darken', 'not_inactive', 'not_text', 'not_menu', 'not_pretty', 'not_unreadable', 'not_indication', 'not_final', 'not_lap', 'not_menu', 'not_bit', 'not_oddly', 'not_design', 'not_bit', 'not_player', 'not_select'], ['unlock', 'system', 'stupid'], ['shouldnt', 'play', 'stage', 'vehicle', 'unlock'], ['track'], ['xl', 'didnt'], ['announcer', 'doesnt', 'not_weapon', 'not_warn'], ['lot', 'dark', 'vehicle', 'doesnt', 'not_sort', 'not_forward', 'not_illumination'], ['edition', 'list', 'pal'], ['xl', 'deliver', 'race', 'experience', 'compare', 'standard', 'wipeout', 'fusion', 'design', 'overindulgence', 'combat', 'style'], ['wipeout', 'play', 'pal', 'wipeout'], ['edition', 'extra', 'track', 'load']]",4.0
"[['game', 'graphic', 'psx'], ['level', 'colorful', 'fill', 'futurous', 'scenery'], ['powerups', 'weapon', 'fun', 'game'], ['control', 'start', 'play', 'easy', 'craft', 'slide', 'bit'], ['ship', 'choose'], ['track', 'wouldnt', 'hurt'], ['game', 'game', 'buy']]",4.0
"[['game', 'level', 'ton', 'character'], ['trick', 'trick', 'trick', 'game'], ['plenty', 'plenty', 'game', 'play'], ['love', 'skateboard', 'game']]",4.0
"[['video', 'game', 'weed', 'destine', 'trade', 'bookman'], ['remember', 'throw', 'play'], ['forget', 'fun', 'game', 'highly', 'recommend', 'retry', 'fps', 'freak'], ['game', 'dirt', 'cheap', 'total', 'blast'], ['beef', 'play', 'cheat', 'play', 'game'], ['single', 'complaint'], ['game', 'freak', 'rock'], ['ton', 'monstersfoes', 'ton', 'cool', 'weapon', 'level', 'level', 'vary', 'background'], ['doom', 'game'], ['feeling', 'nostalgic', 'play', 'fsp', 'doesnt', 'not_require', 'not_evolve', 'not_extra', 'not_finger', 'not_dig', 'not_buy', 'not_dirt', 'not_cheap', 'not_amazon'], ['wont', 'regret']]",4.0
"[['game', 'pack', 'lot', 'action', 'soundtrack'], ['pc', 'game', 'level'], ['play', 'quake', 'pretty', 'hardware', 'n64', 'psx', 'pc', 'pocketpc', 'symbian', 'apple', 'windows', 'mobile', 'game', 'invaluable']]",4.0
"[['fps'], ['graphic', 'surround', 'sound', 'option'], ['comtrols', 'leave', 'bit', 'desire', 'customization'], ['scare', 'surprizes', 'mildly', 'inferior', 'legendary', 'original'], ['highly', 'recommend', 'play'], ['shipping', 'condition', 'product']]",4.0
"[['quake', 'originally', 'pc', 'unabashed', 'violence', 'surprisingly', 'addictive', 'gameplay', 'outshine', 'predecessor', 'kill', 'ground'], ['ps1', 'n64', 'conversion', 'expect', 'release', 'fan', 'pc', 'game', 'anxiously', 'await', 'version', 'worried', 'quality', 'system', 'version'], ['quake', 'ps1', 'fear', 'dead', 'dirt'], ['activision', 'hammerhead', 'fantastic', 'job', 'bring', 'quake', 'ps1', 'surprisingly', 'smooth', 'frame', 'rate', 'graphic', 'pc', 'counterpart', 'expect', 'unabashed', 'violent', 'addictive', 'gameplay', 'remain', 'intact'], ['game', 'excellent', 'ps1s', 'dual', 'shock', 'controller', 'control', 'easy', 'button'], ['frustrating', 'game', 'steep', 'learn', 'curve', 'quake', 'undeniably', 'fun'], ['hold', 'ps1s', 'bad', 'boy', 'cheap', 'price', 'classic', 'fps']]",4.0
"[['quake', 'ii', 'sony', 'playstation', 'person', 'shooter', 'quake', 'ii'], ['lot', 'game'], ['level', 'designedeven', 'graphic', 'pretty', '3d', 'polygonal', 'shooterlove', 'source', 'bring', 'realism', 'quake', 'ii', 'hasvery', 'smooth', 'fluidlike', 'gameplay', 'excellent', 'colorthankfully', 'game', 'pretty', 'tough', 'enemy', 'notice', '3d', 'shooter', 'dont', 'not_huge', 'not_dos', 'not_enemy', 'not_doom', 'not_game'], ['4stars'], ['sigh', 'blow', 'quake', 'plenty', 'itadvanceddarkcreativeor', 'choice', 'primitive'], ['fire', 'nailgun', 'ogre', 'enemy', 'wield', 'chainsaw', 'chuck', 'grenade', 'quake', 'series', 'grim', 'future', 'release', 'polished'], ['quake', 'ii', 'noteworthy', 'shooter', 'hitechbioorganic', 'cybernetic', 'experiment', 'job'], ['quake', 'series', 'didnt', 'not_stick', 'not_formula']]",4.0
[],4.0
"[['quake', 'ii', 'game', 'pc', 'owner', 'enjoy', 'finally', 'playstation'], ['fan', 'pc', 'firstperson', 'shooter', 'excite'], ['play', 'singleplayer', 'death', 'pc', 'multiplayer', 'fps', 'game', 'console', 'pathetic'], ['n64', 'version', 'pretty', 'flaw', 'fan', 'pc', 'version', 'notice'], ['playstation', 'version', 'flaw', 'playstations', 'rapidly', 'hardware', 'easy', 'overlook', 'flaw'], ['remain', 'singleplayer', 'mission', 'completion', 'fourplayer', 'multiplayer', 'quake', 'ii', 'glad', 'pick', 'multitap', 'extra', 'dual', 'shock'], ['storyline', 'typical', 'hostile', 'alien', 'sort'], ['space', 'marine', 'land', 'planet', 'stroggos', 'intention', 'blow', 'sight'], ['separate', 'marine', 'force'], ['planet', 'collect', 'door', 'elevator', 'wipe', 'alien', 'monster', 'tear', 'half'], ['wipe', 'alien', 'youll', 'weapon', 'wimpy', 'default', 'blaster', 'simply', 'wont', 'cut'], ['youll', 'couple', 'shotgun', 'type', 'machine', 'gun', 'grenade', 'launcher', 'rocket', 'launcher', 'type', 'energy', 'weapon', 'almighty', 'bfg', 'gun', 'huge', 'power', 'ball', 'wipe', 'blast'], ['youll', 'deal', 'ammo', 'armor', 'health', 'scatter', 'level'], ['game', 'require', 'control', 'scheme', 'succeed'], ['excellent', 'dual', 'shock', 'controller'], ['default', 'setup', 'left', 'stick', 'button', 'front', 'pad', 'move', 'direction'], ['configure', 'analog', 'stick'], ['button', 'handle', 'fire', 'jumping', 'button', 'cycle', 'weaponry'], ['play', 'game', 'standard', 'controller', 'trust', 'wouldnt'], ['game', 'support', 'playstation', 'mouse', 'mouse', 'control', 'firstperson', 'shooter', 'pc', 'youve', 'play', 'pc', 'version', 'quake', 'ii', 'game', 'useless'], ['graphically', 'playstation', 'decent', 'job'], ['texture', 'washedout', 'model', 'simplify', 'frame', 'animation', 'chop', 'game', 'playable', 'speed'], ['tradeoff', 'game', 'frequent', 'load'], ['level', 'modification', 'pc', 'playstation', 'version', 'addition', 'closedoff', 'hallway', 'serve', 'load'], ['deal', 'youve', 'level', 'accomplish', 'task', 'load', 'crazy'], ['game', 'sound', 'music', 'directly', 'pc', 'version', 'sound'], ['multiplayer', 'mode', 'title', 'pick'], ['multiplayer', 'level', 'weak', 'doesnt', 'not_matter'], ['mode', 'game', 'standard', 'deathmatch', 'team', 'deathmatch', 'versus'], ['versus', 'mode', 'lastmanstanding', 'affair', 'friend', 'duke', 'remains'], ['cool', 'multiplayer', 'option', 'gravity', 'slider', 'gravity', 'highflying', 'action', 'people', 'lunatic'], ['versatile', 'program', 'modification', 'game', 'nice', 'touch', 'manage', 'breathe', 'bit', 'life', 'game'], ['playstation', 'version', 'quake', 'ii', 'fall', 'disclaimer', 'pctoconsole', 'firstperson', 'shooter', 'pc', 'version', 'dont', 'not_waste'], ['splitscreen', 'shoot', 'action', 'decent', 'singleplayer', 'mode', 'version']]",4.0
"[['jjgames', 'sell', 'price', 'pretty', 'scratch'], ['ps1', 'game', 'play'], ['pure', 'destruction']]",4.0
"[['definitly', 'improve', 'upgrading', 'vehicle'], ['fun']]",4.0
"[['play', 'ago', 'immerse'], ['pc', 'graphic', 'notch', 'play', 'copacity'], ['play', 'gaming', 'pc', 'rock'], ['game', 'beutiful', 'challenge', 'action', 'smart'], ['idea', 'game', 'play', 'awesome'], ['character', 'realistic', 'belivable'], ['halo', 'plunge', 'futuristic']]",4.0
"[['approach', 'game', 'caution', 'fan', 'nomad', 'soul', 'expect'], ['similarites'], ['firstly', 'dont', 'not_lose', 'not_aimlsessly'], ['logical'], ['idea', 'pocessing', 'enemy', 'original'], ['game'], ['graphical', 'soung', 'bug', 'lot', 'rushed', 'game', 'messiah', 'original', 'idea'], ['control'], ['story', 'masterful', 'plot'], ['game', 'didnt', 'not_expect', 'not_hook'], ['game', 'tough'], ['learning', 'curve', 'pass', 'week', 'enjoyment', 'complete'], ['hurray', 'bob']]",4.0
"[['bad', 'review', 'messiah', 'bargain', 'bin', 'local', 'computer', 'store'], ['decide', 'throw', 'caution', 'wind', 'messiah'], ['game', 'pretty', 'bad', 'shape', 'release', 'apply', 'patch', 'game', 'rich', 'graphic', 'sound', 'storyline'], ['control', 'scheme', 'intuitive'], ['messiah', 'underrated', 'title']]",4.0
